"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Canada","CAN","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.20595164950673","4.31809529707412","4.17347341539209","4.36729208153931","4.24509757063861","3.97055753074526","4.09339421589741","4.19846585976804","3.71762438587927","3.96385034351972","3.68833349651407","3.62179931218435","3.58066464816532","3.39542227422289","3.97441436729401","3.92913653569966","3.65680657478497","3.73860801824176","3.77149087075576","3.0951890884055","",
"Central Europe and the Baltics","CEB","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8511775560311","16.81520777257","16.4222340654353","14.9625110262638","13.6707304134467","12.0292952347245","11.0170959319718","10.357699742143","9.95095694182914","8.58135781139987","8.61246780413709","7.97458233251268","7.74701415476069","7.56725282400537","7.97338965894075","6.62394576721738","6.29229451303307","6.08879928713018","6.06313675055281","6.00531265340673","",
"Switzerland","CHE","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.20697271071868","8.83886366817818","8.3311868134382","8.44556753607496","7.51514005320556","6.31629560847217","6.54478236800852","6.18532870475186","6.18150028792705","5.60690491468557","5.45113245227723","5.29987430775509","5.05215093155638","5.05436507769829","5.39566655405904","4.73366131933086","4.55177232957285","4.4392487496518","4.16708128801431","4.7086894947967","",
"Channel Islands","CHI","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.12669762732528","5.98078906236895","6.43782279117883","7.05801709975599","5.91024854973685","5.06157312069949","5.28331578740644","5.41095119538087","4.89644230317372","4.07480334485834","3.47513598023424","2.84315879555132","2.89339333688082","3.29128725712073","3.6744296310179","2.94442083174817","2.90978320423393","3.45318916290242","3.53539841310699","3.61718841527572","",
"China","CHN","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.92909575720563","5.94135532799776","8.98436666121125","9.35811097592032","10.0117424141336","9.11284789262419","9.11244078783346","8.7801603686921","4.19461839833408","4.58931225127819","3.78824807691696","3.42320515605168","2.96192850217968","2.73139407674972","3.17470216359092","2.85633383104445","2.4125216382363","2.30004062887172","2.19324653646887","2.29879871580029","",
"Cote d'Ivoire","CIV","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.09110901326426","1.11643624892708","1.19859978286788","1.1309208400659","1.32903818337517","1.69138068163963","1.36245891789714","1.31596833270485","1.47100236321195","","",
"Cameroon","CMR","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.67593915442682","6.04566367175191","4.76962025237726","4.73561292477898","4.22449479720429","4.94988319715416","6.44768028108081","4.15481676383806","8.50373098734157","5.55410177836979","5.40712288237166","4.7480304392576","4.01516707886494","2.27977903446639","5.1005475047852","3.04934225087221","5.63174072299787","5.10472703534113","7.53251651311775","","",
"Congo, Rep.","COG","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.06760733411961","0.630757989597125","0.567801036778546","0.605888666115043","0.791270285890056","0.471788412932414","1.02768229734597","1.04336317774458","1.05981092973043","0.636388146378051","0.805510087183599","0.710706020674383","0.881275113553479","","","","","","","","",
"Colombia","COL","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2292431461378","10.3647754017498","9.25337531885122","9.07449416691757","8.83044689708908","8.30743981761017","9.84558881225726","8.68272383058795","7.56987604751528","6.96768755230543","7.65471796155722","8.19596073028108","7.48880270162269","6.81970763969147","7.90992856751911","7.50082934399849","5.94851737824055","6.41294486336309","7.08813348660472","7.65247571836296","",
"Comoros","COM","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.0084876218802","","","","","","","","26.6595593077737","36.875066365538","42.7298447060823","45.571992022195","42.5260773125255","50.4521740103899","41.5051628739826","40.259455460821","42.3512598375748","43.8877571219673","","","",
"Cabo Verde","CPV","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.7379730709843","36.4906974652173","37.1622124658064","39.8043336189614","45.4780922866784","46.9598238975036","48.0808071088045","53.5610143342032","54.8760102115442","53.6053487675867","50.030617703476","59.2849520673667","66.2513610174737","60.803187022752","61.5124634513818","61.4511674039001","56.0197953183048","60.4743078581087","62.9475085246827","53.1167475126067","",
"Costa Rica","CRI","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6551164049811","19.6046598579216","19.9373873305786","19.7613784989348","20.1954893578087","25.4432879890582","28.150319424413","26.5682813104846","24.0493005143394","25.763509193834","26.9009346806429","24.9677436097869","23.4372966538752","24.9166516294007","18.8609336651288","17.7436418992526","17.1837795333067","18.10359108463","17.6388025227848","18.5246241183168","",
"Caribbean small states","CSS","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.7819653438012","39.3636237554995","39.8352010342195","40.8521666624841","40.2389624601702","37.0153342551457","36.5138428156849","37.6556165226582","35.7164230473958","33.6233465706418","28.5679438017399","24.8546161817933","25.6384091932982","20.8066971881488","29.3876191255546","26.7318235566593","19.4097869310085","38.4443578054275","40.0169646972448","41.0636162928784","",
"Cuba","CUB","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.8092080774152","40.5127437063894","40.6512193383788","41.1642096708458","42.7509955418636","42.5783030988759","41.4466970399496","40.4661147920031","36.9233992822692","34.4469455735845","32.8582578213493","31.4638695454352","30.2160258099659","23.0697745079906","19.476809703213","18.5812543320551","19.3084953933546","20.3873492782472","21.5693220425045","","",
"Czech Republic","CZE","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9803764696333","16.0556796862914","14.708545655891","13.9454451253325","11.3669889820638","10.1081592235581","9.43730583418606","9.07931447698491","8.70410404878797","7.23076941470871","7.44534271531501","7.14800016306521","6.61182900298038","6.14825307715415","6.71199717454913","5.88777287949394","5.4845372382769","5.1616295403327","4.84040165727123","4.42701186669487","",
"Germany","DEU","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.21488143671218","4.18211293885183","4.35121665837133","4.34207108247621","4.26064712222528","4.1503990317416","3.88739760558585","3.92340320904136","3.67784461710031","3.63736708868343","3.75481187113392","3.67615181627717","3.32762760605438","3.25683209818849","3.65968228481474","3.40198891306453","3.17399713125693","3.17317238427012","3.24218789851727","3.1832198864963","",
"Djibouti","DJI","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.77159764338937","2.417472277257","2.15202018163471","4.4711499756533","3.79916629162916","4.19165506799058","4.02836140323133","3.90344981614471","2.72729777817316","2.71207989228007","2.46641731821736","3.19606892501927","2.21829108463812","2.13288169495177","4.00593945029092","4.27682290970346","4.75680040148326","4.63757701120163","4.59837999065655","","",
"Dominica","DMA","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.0845798579997","36.1116177275216","34.9967595593","31.0018811228104","32.5239737351789","33.2154390281409","37.9386078791342","37.3474797487651","43.9149351441466","46.7510974834328","44.0639168444313","49.8508962002563","50.0526719197239","48.489885543926","52.0449003346291","54.0029356915041","54.9865996299008","48.6690766194501","60.1244014472837","","",
"Denmark","DNK","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.62181194633968","5.08651360235641","5.07832734270908","5.1267907951499","5.30041481711759","4.97390350523884","5.29492221567598","5.83278402377125","5.4786666072258","5.07567968383554","4.20556616834116","3.88842326918689","3.67930024719719","3.34247137357487","3.81197560704267","3.65076727014205","3.58164298278574","3.57832766643059","3.55894475634177","3.80835232982901","",
"Dominican Republic","DOM","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.1790259356709","44.0133448659335","45.2019984494789","45.0295944617573","48.1883284491626","48.4597919278864","50.3219308657962","48.4437661922845","48.8086507403998","45.5499886558562","46.4324367130375","45.7470539457856","42.8447930503721","44.9416384388013","50.7259994237106","33.7216083984059","30.9567620538201","31.0901794302013","31.902026005443","33.2287994718289","",
"Algeria","DZA","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.976638479965647","0.68581599888312","0.527401573569811","0.5800519939778","0.750374408625828","0.534763330249269","0.392735345524156","0.391729438401666","0.476312133376695","0.548947179718155","",
"East Asia & Pacific (developing only)","EAP","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.78451449965008","8.06871111218585","8.73433690244018","7.9606415112572","9.12320843690386","8.45604704105288","9.18954104893387","9.16126169445855","5.68668639847067","6.01484114802856","5.16811306413866","5.010816947111","4.96447996124555","4.52335148282842","4.9148796551808","4.49582141581164","4.17771253103495","4.30191039883535","4.44188269177978","4.36829407322186","",
"East Asia & Pacific (all income levels)","EAS","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.78569688235205","5.06969601172564","5.03633701237406","4.78981980507462","5.06880783691235","4.70621718943693","5.25416969016121","5.60262519586864","4.63001939947934","4.86870738562819","4.55083481041823","4.2805168358399","4.39473677024112","4.27230990226097","4.91098128987516","4.64548209449438","4.58141641400121","4.8328788885054","5.11508087073584","5.20991061513174","",
"Europe & Central Asia (developing only)","ECA","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.37164723106419","8.0873128390423","8.79887450719242","9.98955698456031","8.89465871375386","10.2648867500383","12.3854237893125","13.0388414929652","11.7432333908291","11.3049440729079","12.4304759649565","10.4528167640167","9.9834185337797","9.35687208975024","11.4971362895374","9.63144224818096","8.92435825399972","9.06897493190518","9.70653652536137","9.8626114743913","",
"Europe & Central Asia (all income levels)","ECS","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.15775405100821","8.33860660884558","8.14461716536895","8.1952661362658","8.35618425391963","7.92298795622155","7.83310061335019","7.6657572379198","7.44568304973609","7.13531520633338","6.7619594434901","6.40593394165053","6.24904721115788","5.97640672590933","6.61562959433248","5.90526770334307","5.70288090121719","5.71007612622262","5.87219855859158","5.99826429580163","",
"Ecuador","ECU","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.06220398642836","5.87978512058014","5.5403677811902","6.59411804670234","7.0533208606174","7.63630520762304","7.7065693107817","7.31079266561834","5.56846149980232","5.16605784989537","4.25094060604742","3.46171158987691","3.8953978865126","3.56418680184768","4.27975909284887","4.00829938738598","3.44145569412256","3.93917056885456","4.51384923578003","5.13850437311085","",
